begin 
comment This RuNNer input has been created automatically by fhiaims2runner 
comment relativistic  atomic zora scalar 
atom    -7.659119727    0.122834137   -2.882135845   O   -0.336938060    0.000000000   -0.030133062    0.068091045   -0.043532629 
atom    -8.629834630    1.842130327   -3.614707366   H    0.104915260    0.000000000    0.043136965   -0.068482459    0.028561697 
atom    -5.797341910    0.623934903   -2.791712414   H    0.058014420    0.000000000   -0.031368184   -0.005089048   -0.005227180 
atom    -8.658275020   -0.484592112    1.775356828   O   -0.311562010    0.000000000   -0.013009484   -0.039240764   -0.009304834 
atom    -8.220047357    0.890231435    2.842791731   H    0.071523260    0.000000000   -0.006055908    0.014371370    0.019536210 
atom   -10.192941114   -1.373096336    2.320716887   H    0.123040740    0.000000000    0.012277414    0.014074475    0.003727581 
atom    -3.110225879    1.644400645   -2.838842202   O   -0.211841330    0.000000000    0.058562641   -0.002751847    0.021369716 
atom    -2.964773601    2.837859544   -1.362589455   H    0.108950800    0.000000000   -0.005611970   -0.009478239   -0.015300926 
atom    -1.557951309    0.533318719   -2.603514514   H    0.157594190    0.000000000   -0.031533596    0.018414875   -0.006952428 
atom    -7.216640179    3.826678030    4.134703511   O   -0.194363670    0.000000000   -0.004375116    0.017255126    0.049443999 
atom    -6.974755139    3.706434709    6.051188922   H    0.162642880    0.000000000   -0.005315586    0.003441148   -0.042771694 
atom    -8.591624353    5.199205559    3.865190664   H    0.104617950    0.000000000    0.012755830   -0.017253767    0.002535918 
atom    -3.732890885    5.400915006    0.856310837   O   -0.205473250    0.000000000    0.033589994    0.018501017   -0.042111314 
atom    -2.312175321    6.379434480    1.485775081   H    0.168698590    0.000000000   -0.006330973   -0.004195235    0.004841633 
atom    -4.795219747    4.852743033    2.184751038   H    0.110262590    0.000000000   -0.021562929   -0.012546000    0.037732101 
atom    -7.684782218    8.046986169   -1.700875133   O   -0.241659000    0.000000000    0.013655476    0.035659668   -0.013432372 
atom    -6.092687324    7.326225441   -1.076091742   H    0.111570810    0.000000000   -0.000418986   -0.006742529    0.001888447 
atom    -7.062759719    9.668844262   -2.499579536   H    0.156143450    0.000000000   -0.015320089   -0.027288534    0.012197743 
atom   -10.636025375    7.050079652    2.618424459   O   -0.217143640    0.000000000    0.013788068    0.007227827   -0.023380855 
atom   -11.509665008    8.349701518    3.515553397   H    0.159190930    0.000000000   -0.007103471    0.009632467    0.008156980 
atom    -9.748231688    7.937344216    1.163835541   H    0.121749570    0.000000000   -0.009627035   -0.013600599    0.012022206 
energy   -535.86366787 
charge      0.00000000 
end 
