begin 
comment This RuNNer input has been created automatically by fhiaims2runner 
comment relativistic  atomic zora scalar 
atom    -7.659119727    0.122834137   -2.882135845   O   -0.362070690    0.000000000   -0.033914900    0.065759784   -0.024905774 
atom    -8.629834630    1.842130327   -3.614707366   H    0.120595920    0.000000000    0.042718611   -0.068483329    0.029648008 
atom    -5.797341910    0.623934903   -2.791712414   H    0.057581020    0.000000000   -0.029042770   -0.004242637   -0.005729379 
atom    -3.110225879    1.644400645   -2.838842202   O   -0.207218230    0.000000000    0.056691610   -0.003240679    0.023301060 
atom    -2.964773601    2.837859544   -1.362589455   H    0.110702060    0.000000000   -0.005086479   -0.010144580   -0.017285060 
atom    -1.557951309    0.533318719   -2.603514514   H    0.162409420    0.000000000   -0.031192867    0.018446822   -0.007465607 
atom    -3.732890885    5.400915006    0.856310837   O   -0.174455740    0.000000000    0.019928302    0.006705222   -0.025689394 
atom    -2.312175321    6.379434480    1.485775081   H    0.186594360    0.000000000   -0.006412129   -0.003173361    0.007431904 
atom    -4.795219747    4.852743033    2.184751038   H    0.188709990    0.000000000   -0.009884920   -0.004001303    0.023477999 
atom    -7.684782218    8.046986169   -1.700875133   O   -0.309619890    0.000000000    0.017830695    0.031126731   -0.013787826 
atom    -6.092687324    7.326225441   -1.076091742   H    0.090632360    0.000000000   -0.006906015   -0.000953637   -0.001453799 
atom    -7.062759719    9.668844262   -2.499579536   H    0.136153890    0.000000000   -0.014729139   -0.027799034    0.012457868 
energy   -306.20158301 
charge      0.00000000 
end 
