begin 
comment This RuNNer input has been created automatically by fhiaims2runner 
comment relativistic  atomic zora scalar 
atom    -7.659119727    0.122834137   -2.882135845   O   -0.123360710    0.000000000   -0.000090222    0.029311624   -0.035993340 
atom    -8.629834630    1.842130327   -3.614707366   H    0.072127780    0.000000000    0.010664671   -0.022061961    0.008448039 
atom    -5.797341910    0.623934903   -2.791712414   H    0.101495280    0.000000000   -0.004926591   -0.003164699    0.001131394 
atom    -8.258786758   -0.092906532   -1.081441559   H    0.098808760    0.000000000   -0.003150736   -0.002177751    0.023062480 
atom    -8.658275020   -0.484592112    1.775356828   O   -0.223804670    0.000000000   -0.003871662   -0.030102441   -0.022862665 
atom    -8.220047357    0.890231435    2.842791731   H    0.127559730    0.000000000   -0.002594671    0.019814535    0.020955539 
atom   -10.192941114   -1.373096336    2.320716887   H    0.133684740    0.000000000    0.003228476    0.009045468    0.005622308 
atom    -3.732890885    5.400915006    0.856310837   O   -0.264925090    0.000000000    0.015735486    0.005974130   -0.035310878 
atom    -2.312175321    6.379434480    1.485775081   H    0.135706240    0.000000000   -0.003602089   -0.002506473    0.008858912 
atom    -4.795219747    4.852743033    2.184751038   H    0.119710350    0.000000000   -0.010375861   -0.003527682    0.027084851 
atom    -7.684782218    8.046986169   -1.700875133   O   -0.266193820    0.000000000    0.014015300    0.033204420   -0.016626180 
atom    -6.092687324    7.326225441   -1.076091742   H    0.086977160    0.000000000   -0.000335633   -0.005788660    0.002706381 
atom    -7.062759719    9.668844262   -2.499579536   H    0.132806550    0.000000000   -0.014322039   -0.025618121    0.011679030 
atom   -10.636025375    7.050079652    2.618424459   O   -0.336889170    0.000000000    0.018894584    0.000954179   -0.023570218 
atom   -11.509665008    8.349701518    3.515553397   H    0.119717670    0.000000000   -0.006537947    0.010641314    0.006592024 
atom    -9.748231688    7.937344216    1.163835541   H    0.086499470    0.000000000   -0.012731067   -0.013997881    0.018222322 
energy   -383.26259755 
charge      0.00000000 
end 
