begin 
comment This RuNNer input has been created automatically by fhiaims2runner 
comment relativistic  atomic zora scalar 
atom    -7.659119727    0.122834137   -2.882135845   O   -0.130939450    0.000000000   -0.004163901    0.026969204   -0.035088210 
atom    -8.629834630    1.842130327   -3.614707366   H    0.061149640    0.000000000    0.011321635   -0.021346422    0.008605339 
atom    -5.797341910    0.623934903   -2.791712414   H    0.057979220    0.000000000   -0.001584853   -0.001753054    0.000954695 
atom    -8.258786758   -0.092906532   -1.081441559   H    0.096586140    0.000000000   -0.002754656   -0.001703498    0.021578135 
atom    -8.658275020   -0.484592112    1.775356828   O   -0.218932000    0.000000000   -0.004713676   -0.029286325   -0.020506062 
atom    -8.220047357    0.890231435    2.842791731   H    0.138664150    0.000000000   -0.002789748    0.019042287    0.019399357 
atom   -10.192941114   -1.373096336    2.320716887   H    0.144178590    0.000000000    0.004619731    0.009902261    0.005229416 
atom    -7.684782218    8.046986169   -1.700875133   O   -0.250964990    0.000000000    0.019443142    0.027313791   -0.011895422 
atom    -6.092687324    7.326225441   -1.076091742   H    0.098632130    0.000000000   -0.005210973   -0.002666538   -0.001534154 
atom    -7.062759719    9.668844262   -2.499579536   H    0.134572330    0.000000000   -0.012639786   -0.024055459    0.011122467 
atom   -10.636025375    7.050079652    2.618424459   O   -0.336343770    0.000000000    0.018838646    0.001438941   -0.024745764 
atom   -11.509665008    8.349701518    3.515553397   H    0.120924940    0.000000000   -0.006490234    0.010722818    0.006523566 
atom    -9.748231688    7.937344216    1.163835541   H    0.084412520    0.000000000   -0.013875327   -0.014578006    0.020356638 
energy   -306.70348829 
charge      0.00000000 
end 
